,q,alfa,sample,Kq,lo,height_h,gap_D,gap_u,thickness_d,thickness_s,angle,angle/90,h/lo,D/lo,d/lo,u/lo,s/lo,liquid,a/a_smooth_Kut,Pr,P,Ts,a/a_smooth_Lab,T_krit,P_krit,a/a_smooth_Bor
186,115533.3069,12532.72105,29,726.3211430954201,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.5340835976714,1.75,"101,325",373.0,1.5778394222846999,647.0,21830000,1.3093750474193
187,70353.09277999999,9580.914429999999,29,442.28751118928,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6596152682365,1.75,"101,325",373.0,1.6789601854321998,647.0,21830000,1.3932904333396
188,36077.51784,7529.413170000001,29,226.80787645311,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.0815850992816998,1.75,"101,325",373.0,2.0594863986388,647.0,21830000,1.709071317899
189,12787.47026,5109.96684,29,80.390757139679,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.9198970031978,1.75,"101,325",373.0,2.7907261569837005,647.0,21830000,2.3158929498946
190,22878.667719999998,5942.988,29,143.83090501576,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.2599666891533,1.75,"101,325",373.0,2.2022837028407003,647.0,21830000,1.8275721135567
191,51157.21649,8524.713670000001,29,321.60914419906004,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.8456258427232,1.75,"101,325",373.0,1.8474134260492,647.0,21830000,1.5330818891782998
192,93247.42267999999,11260.0404,29,586.21687934771,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6013743172166002,1.75,"101,325",373.0,1.6353258041992,647.0,21830000,1.3570803037224999
193,144239.09595999998,14019.40931,29,906.78530605375,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4691641337901002,1.75,"101,325",373.0,1.5222872851126998,647.0,21830000,1.2632749302486002
194,208414.94845,17526.79436,29,1310.2384728536001,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4195509399783,1.75,"101,325",373.0,1.489036967363,647.0,21830000,1.2356820486377
195,353001.58604,25412.70968,29,2219.2086625634,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4233313380446002,1.75,"101,325",373.0,1.5194582427015,647.0,21830000,1.2609272404337
196,367627.8747,23535.281730000002,29,2311.1594859564,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2812450309766998,1.75,"101,325",373.0,1.3696281639708998,647.0,21830000,1.1365902745346999
197,470103.09278,26492.577830000002,29,2955.3885791238,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2141930402086,1.75,"101,325",373.0,1.3086325310695,647.0,21830000,1.0859728551734
198,566112.21253,28498.63278,29,3558.9673693056,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.1468086359525,1.75,"101,325",373.0,1.243687420352,647.0,21830000,1.0320779491238001
199,677914.35369,31602.25458,29,4261.831860479,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.1209710141917,1.75,"101,325",373.0,1.2229923671256002,647.0,21830000,1.0149040935863
200,816678.42982,34658.65565,29,5134.197458760999,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.0791321954734001,1.75,"101,325",373.0,1.1846768137452,647.0,21830000,0.98310781012693
201,907765.26566,36678.00849,29,5706.831416045,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.0605299801397001,1.75,"101,325",373.0,1.1683660749893998,647.0,21830000,0.9695722918541301
202,1040000.0,39040.77908,29,6526.6444920515005,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.0276121709538,1.75,"101,325",373.0,1.1371778483136001,647.0,21830000,0.9436906430590999
203,1160000.0,49293.07825,29,7261.2432657554,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2041261355269999,1.75,"101,325",373.0,1.3372578902177,647.0,21830000,1.1097277002246002
204,965662.17288,41211.95447,29,6070.810851604,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.1411539920765001,1.75,"101,325",373.0,1.2597817054712,647.0,21830000,1.0454338426599001
205,23191.15,28006.27,31,145.79538169263,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,10.549414778304,1.75,"101,325",373.0,10.28480306844,647.0,21830000,8.534876436245499
206,28149.92,26481.87,31,176.96959103007,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,8.7099032315774,1.75,"101,325",373.0,8.5464568610487,647.0,21830000,7.092304324288699
207,35014.85,23858.24,31,220.12722183506,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.735355294973201,1.75,"101,325",373.0,6.6572130380917,647.0,21830000,5.5245093476053
208,44658.0,25705.82,31,280.75063787822,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.1206940276315995,1.75,"101,325",373.0,6.0989374798635,647.0,21830000,5.061222605492
209,58781.54,27447.54,31,369.54084039734,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.3917959842647,1.75,"101,325",373.0,5.4220687372737,647.0,21830000,4.4995209333144
210,68866.15,28562.81,31,432.93957500823,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.0222180452725,1.75,"101,325",373.0,5.0771418077581,647.0,21830000,4.2132822272002
211,76089.62,29889.05,31,478.35123272228,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.9009809798173,1.75,"101,325",373.0,4.9710797857957,647.0,21830000,4.1252663219851
212,83395.38,29624.73,31,524.28022148544,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.5556851599395,1.75,"101,325",373.0,4.634988259943,647.0,21830000,3.8463597036149
213,94988.23,34115.63,31,597.16078112373,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.7894234380295,1.75,"101,325",373.0,4.8939827141436,647.0,21830000,4.0612870726239
214,110628.0,34329.39,31,695.4830392581799,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.331708665701701,1.75,"101,325",373.0,4.4488211289324004,647.0,21830000,3.6918683196678996
215,126791.54,34967.19,31,797.0980727431199,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.0104788999223,1.75,"101,325",373.0,4.1376725135127,647.0,21830000,3.4336606546067
216,145000.77,37228.43,31,911.57370841358,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,3.8869969666872994,1.75,"101,325",373.0,4.0282530820378,647.0,21830000,3.3428585924624
217,167233.85,39512.68,31,1051.34600883,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,3.7334320533761,1.75,"101,325",373.0,3.8875494598616,647.0,21830000,3.2260952454722
218,196443.08,42379.46,31,1234.9751448064,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,3.5775721448618,1.75,"101,325",373.0,3.7452989973127,647.0,21830000,3.1080482480942004
219,23583.46,28826.28,31,148.26170984763002,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,10.731539575062,1.75,"101,325",373.0,10.468211412438999,647.0,21830000,8.6870784320435
220,29375.31,30818.65,31,184.67322809733002,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,9.8384024968803,1.75,"101,325",373.0,9.6675005157583,647.0,21830000,8.022605955628999
221,38769.23,34517.07,31,243.72981442401002,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,9.0738500190987,1.75,"101,325",373.0,8.999078463456401,647.0,21830000,7.467913796168599
222,61877.08,43329.16,31,389.00151551887,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,8.211227750927401,1.75,"101,325",373.0,8.2714686464758,647.0,21830000,6.8641044825236
223,78647.69,42111.17,31,494.43300495205,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.7470794485895995,1.75,"101,325",373.0,6.8511302768011,647.0,21830000,5.6854321829993
224,87201.85,43547.43,31,548.21028733175,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.490725411813999,1.75,"101,325",373.0,6.6135447446360995,647.0,21830000,5.4882710758226
225,117169.23,46100.66,31,736.60567114963,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.5877418790319,1.75,"101,325",373.0,5.749812172583,647.0,21830000,4.771499862277901
226,134969.54,48014.05,31,848.51055687962,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.271109026024,1.75,"101,325",373.0,5.4496263655875,647.0,21830000,4.5223897185472
227,162915.08,45017.93,31,1024.195275874,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.3322281248804995,1.75,"101,325",373.0,4.5071315051570995,647.0,21830000,3.740257370262
228,116559.23,39568.81,31,732.77079522358,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.813589118267,1.75,"101,325",373.0,4.9523436696659004,647.0,21830000,4.1097180966083995
229,77461.54,36243.18,31,486.97605728043,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.869008024278299,1.75,"101,325",373.0,5.9564995078475,647.0,21830000,4.9430200027882005
230,51948.62,29980.21,31,326.58444627822996,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.421427094145,1.75,"101,325",373.0,6.4309365697517,647.0,21830000,5.3367331029012
231,34637.08,29030.41,31,217.7523020341,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,8.2579637998357,1.75,"101,325",373.0,8.1592057820945,647.0,21830000,6.7709427885663
232,24525.85,37549.14,31,154.18621595247,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,13.600718231905999,1.75,"101,325",373.0,13.284325702487,647.0,21830000,11.024039804660001
233,72092.31,38601.15,31,453.22141651249,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,6.5731974846982,1.75,"101,325",373.0,6.655231719020599,647.0,21830000,5.522865143692
234,90779.15,37717.13,31,570.6996342994099,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,5.4657159314108,1.75,"101,325",373.0,5.576608155655401,647.0,21830000,4.6277659596547
235,112487.69,40016.36,31,707.17431862035,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.9907151035017,1.75,"101,325",373.0,5.1284935627934,647.0,21830000,4.2558966439367
236,137003.46,40900.33,31,861.29716481982,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.443379770781901,1.75,"101,325",373.0,4.596155222757299,647.0,21830000,3.8141339845789997
237,148628.31,42656.55,31,934.37889827718,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.3773708936608,1.75,"101,325",373.0,4.5401855264923,647.0,21830000,3.767687354671
238,169030.38,43474.73,31,1062.6402213668,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,4.0771834454013,1.75,"101,325",373.0,4.2470034503152,647.0,21830000,3.5243892791666003
239,192793.0,41064.41,31,1212.028253134,0.0025028669031172,450.0,120.0,250.0,200.0,70.0,85.0,0.94444444444444,0.17979381941546,0.04794501851079,0.07990836418465,0.099885455230813,0.027967927464627996,вода,3.5123711447477994,1.75,"101,325",373.0,3.6747430628716997,647.0,21830000,3.0494971821875
240,46885.5,46770.6,34,294.75422169017,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,10.763280319362,1.75,"101,325",373.0,10.742436758687,647.0,21830000,8.9146452051111
241,55575.0,39503.38,34,349.38234359089995,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,8.0708137020685,1.75,"101,325",373.0,8.1009665901402,647.0,21830000,6.722612810464599
242,72872.5,32898.67,34,458.12622282190995,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,5.5600982891235,1.75,"101,325",373.0,5.631509148090499,647.0,21830000,4.6733257223009
243,81613.75,31163.45,34,513.07968050817,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,4.8653030159960995,1.75,"101,325",373.0,4.9464338734227,647.0,21830000,4.1048138334579
244,98902.13,30047.33,34,621.76622520075,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,4.1007248637799,1.75,"101,325",373.0,4.195892526821201,647.0,21830000,3.4819747172482995
245,114988.0,28059.13,34,722.8929721067,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,3.4460068239590003,1.75,"101,325",373.0,3.5437364842485,647.0,21830000,2.940780957536
246,94893.13,26651.9,34,596.56291768017,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,3.7442301059383,1.75,"101,325",373.0,3.8258437225097,647.0,21830000,3.1748885436811
247,71568.0,25991.99,34,449.92524635380994,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,4.4487193696905,1.75,"101,325",373.0,4.5031440828232006,647.0,21830000,3.7369483951953
248,45784.38,29699.34,34,287.83183057591,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,6.9493367656367,1.75,"101,325",373.0,6.930386766489999,647.0,21830000,5.751203432265299
249,27734.38,37849.0,34,174.35722325579,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,12.578828110846,1.75,"101,325",373.0,12.336662034819,647.0,21830000,10.2376181053
250,35024.0,34938.17,34,220.18474497395002,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,9.8614965893508,1.75,"101,325",373.0,9.747170353056699,647.0,21830000,8.0887202227192
251,55847.5,28702.52,34,351.09546439393,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,5.8440794110947,1.75,"101,325",373.0,5.866869605711599,647.0,21830000,4.8686403443123005
252,81885.75,27091.66,34,514.78965797028,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,4.2197670918936,1.75,"101,325",373.0,4.2906092168812,647.0,21830000,3.5605756628116
253,108371.25,26444.52,34,681.29557000225,0.0025028669031172,350.0,5.0,225.0,320.0,75.0,90.0,1.0,0.13983963732314003,0.0019977091046163,0.12785338269544,0.08989690970773101,0.029965636569244,вода,3.3852794640388,1.75,"101,325",373.0,3.4744163933937995,647.0,21830000,2.8832554603479
254,9173.33,15342.93,35,57.669807178275995,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,11.062112932987,1.75,"101,325",373.0,10.456327835401,647.0,21830000,8.67721680796
255,14289.0,16469.18,35,89.830396897351,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,8.707016891507,1.75,"101,325",373.0,8.352689118831,647.0,21830000,6.931505549032299
256,19000.0,16706.64,35,119.44695507381,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,7.235362420418401,1.75,"101,325",373.0,7.0071639544971,647.0,21830000,5.8149172251695
257,24766.33,17604.21,35,155.6980372028,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,6.333037767422099,1.75,"101,325",373.0,6.1877249765341995,647.0,21830000,5.1349031911217
258,31875.56,19015.09,35,200.39150438277,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,5.732929552762999,1.75,"101,325",373.0,5.6487029280626,647.0,21830000,4.6875940351268
259,38397.33,19734.1,35,241.39179744549,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,5.2228229325173,1.75,"101,325",373.0,5.1781211351018,647.0,21830000,4.2970802421703
260,51861.33,23331.89,35,326.0356818199,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,5.0033174780007,1.75,"101,325",373.0,5.010445997204799,647.0,21830000,4.1579344973409995
261,59798.67,23996.48,35,375.93521310335,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.6575997983266,1.75,"101,325",373.0,4.6864295147477995,647.0,21830000,3.8890483920189
262,70812.78,25399.0,35,445.17741849009,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.379627389463299,1.75,"101,325",373.0,4.4316394589587995,647.0,21830000,3.6776100563626004
263,76423.33,24999.01,35,480.4491613211099,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.0866113447253,1.75,"101,325",373.0,4.1456669019585,647.0,21830000,3.4402948232062
264,92253.33,25662.33,35,579.9673349431299,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,3.6771161266053998,1.75,"101,325",373.0,3.7537350590197005,647.0,21830000,3.1150489406499
265,104321.67,26093.07,35,655.8371489323599,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,3.4305338107003998,1.75,"101,325",373.0,3.5163955712889,647.0,21830000,2.9180920142269997
266,91715.0,24368.36,35,576.58302550498,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,3.5060389687085998,1.75,"101,325",373.0,3.5783950734235,647.0,21830000,2.9695424976545
267,70341.33,23787.63,35,442.21356233379004,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.1209986091871,1.75,"101,325",373.0,4.1690108288007,647.0,21830000,3.4596668549125
268,49230.0,21551.44,35,309.49334727808997,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.7930736764808,1.75,"101,325",373.0,4.7915788067198,647.0,21830000,3.9763068653574
269,33548.44,19217.37,35,210.90836870929002,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,5.5901314051292,1.75,"101,325",373.0,5.5174020324846,647.0,21830000,4.5786335706172006
270,19681.33,18358.3,35,123.73026001594,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,7.7569867283612,1.75,"101,325",373.0,7.521164125676499,647.0,21830000,6.2414618969568005
271,23000.0,19058.01,35,144.59368245777,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,7.2204915059842,1.75,"101,325",373.0,7.0374376264212,647.0,21830000,5.840039927804001
272,31584.67,21394.05,35,198.56277150058997,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,6.4916973152387,1.75,"101,325",373.0,6.394368730384,647.0,21830000,5.3063871654568
273,39663.33,21092.95,35,249.35073666251,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,5.4571211831005,1.75,"101,325",373.0,5.416267515596799,647.0,21830000,4.4947067711119
274,49018.67,21458.92,35,308.16478280357995,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.7868904693917,1.75,"101,325",373.0,4.7847113595735005,647.0,21830000,3.9706078925685
275,70016.11,24806.02,35,440.16900766384003,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,4.311388915888,1.75,"101,325",373.0,4.3609456036046,647.0,21830000,3.6189445363488
276,98428.67,26152.16,35,618.7897328139401,0.0025028669031172,320.0,5.0,225.0,220.0,75.0,90.0,1.0,0.12785338269544,0.0019977091046163,0.087899200603115,0.08989690970773101,0.029965636569244,вода,3.5811385938229,1.75,"101,325",373.0,3.6636618788656,647.0,21830000,3.040301426505
